Ni,Fe,Co,Ce,Overpotential
0.071,0.671,0.071,0.2,435.0
0.071,0.702,0.031,0.2,443.0
0.071,0.729,0.0,0.2,429.0
0.102,0.0,0.702,0.2,416.0
0.102,0.031,0.671,0.2,417.0
0.102,0.071,0.631,0.2,419.0
0.102,0.102,0.6,0.2,420.0
0.102,0.129,0.569,0.2,424.0
0.102,0.169,0.529,0.2,434.0
0.102,0.2,0.498,0.2,427.0
0.102,0.231,0.471,0.2,427.0
0.102,0.271,0.431,0.2,432.0
0.102,0.302,0.4,0.2,426.0
0.102,0.329,0.369,0.2,426.0
0.102,0.369,0.329,0.2,423.0
0.102,0.4,0.302,0.2,432.0
0.031,0.102,0.671,0.2,434.0
0.031,0.071,0.702,0.2,426.0
0.031,0.031,0.729,0.2,422.0
0.031,0.0,0.769,0.2,417.0
0.0,0.8,0.0,0.2,433.0
0.0,0.769,0.031,0.2,444.0
0.0,0.729,0.071,0.2,435.0
0.0,0.702,0.102,0.2,435.0
0.0,0.671,0.129,0.2,427.0
0.0,0.631,0.169,0.2,429.0
0.0,0.6,0.2,0.2,425.0
0.0,0.569,0.231,0.2,433.0
0.0,0.529,0.271,0.2,431.0
0.0,0.498,0.302,0.2,430.0
0.0,0.471,0.329,0.2,436.0
0.0,0.431,0.369,0.2,433.0
0.0,0.4,0.4,0.2,441.0
0.0,0.369,0.431,0.2,441.0
0.0,0.329,0.471,0.2,431.0
0.0,0.302,0.498,0.2,437.0
0.0,0.271,0.529,0.2,435.0
0.0,0.231,0.569,0.2,437.0
0.0,0.169,0.631,0.2,432.0
0.0,0.129,0.671,0.2,421.0
0.0,0.102,0.702,0.2,428.0
0.0,0.071,0.729,0.2,428.0
0.0,0.031,0.769,0.2,424.0
0.0,0.0,0.8,0.2,430.0
0.769,0.0,0.0,0.231,422.0
0.729,0.031,0.0,0.231,422.0
0.729,0.0,0.031,0.231,420.0
0.702,0.071,0.0,0.231,422.0
0.702,0.031,0.031,0.231,420.0
0.702,0.0,0.071,0.231,422.0
0.671,0.102,0.0,0.231,423.0
0.671,0.071,0.031,0.231,419.0
0.671,0.031,0.071,0.231,421.0
0.671,0.0,0.102,0.231,423.0
0.631,0.129,0.0,0.231,428.0
0.631,0.102,0.031,0.231,421.0
0.631,0.071,0.071,0.231,420.0
0.631,0.031,0.102,0.231,419.0
0.631,0.0,0.129,0.231,417.0
0.6,0.169,0.0,0.231,420.0
0.6,0.129,0.031,0.231,422.0
0.6,0.102,0.071,0.231,414.0
0.6,0.071,0.102,0.231,413.0
0.6,0.031,0.129,0.231,420.0
0.6,0.0,0.169,0.231,417.0
0.569,0.2,0.0,0.231,415.0
0.569,0.169,0.031,0.231,419.0
0.569,0.129,0.071,0.231,417.0
0.569,0.102,0.102,0.231,414.0
0.569,0.071,0.129,0.231,412.0
0.569,0.031,0.169,0.231,416.0
0.369,0.271,0.129,0.231,411.0
0.369,0.302,0.102,0.231,414.0
0.369,0.329,0.071,0.231,418.0
0.369,0.369,0.031,0.231,422.0
0.369,0.4,0.0,0.231,418.0
0.4,0.0,0.369,0.231,409.0
0.4,0.031,0.329,0.231,412.0
0.4,0.071,0.302,0.231,411.0
0.4,0.102,0.271,0.231,406.0
0.4,0.129,0.231,0.231,404.0
0.4,0.169,0.2,0.231,406.0
0.4,0.2,0.169,0.231,406.0
0.4,0.231,0.129,0.231,408.0
0.4,0.271,0.102,0.231,415.0
0.4,0.302,0.071,0.231,412.0
0.4,0.329,0.031,0.231,416.0
0.4,0.369,0.0,0.231,422.0
0.431,0.0,0.329,0.231,410.0
0.431,0.031,0.302,0.231,409.0
0.431,0.071,0.271,0.231,409.0
0.0,0.271,0.569,0.169,436.0
0.431,0.102,0.231,0.231,407.0
0.431,0.129,0.2,0.231,411.0
0.431,0.169,0.169,0.231,412.0
0.431,0.2,0.129,0.231,409.0
0.0,0.2,0.6,0.2,418.0
0.431,0.231,0.102,0.231,409.0
0.431,0.271,0.071,0.231,416.0
0.431,0.302,0.031,0.231,416.0
0.431,0.329,0.0,0.231,423.0
0.471,0.0,0.302,0.231,414.0
0.471,0.031,0.271,0.231,409.0
0.471,0.071,0.231,0.231,409.0
0.471,0.102,0.2,0.231,409.0
0.471,0.129,0.169,0.231,412.0
0.471,0.169,0.129,0.231,413.0
0.471,0.2,0.102,0.231,418.0
0.471,0.231,0.071,0.231,415.0
0.471,0.271,0.031,0.231,425.0
0.471,0.302,0.0,0.231,416.0
0.498,0.0,0.271,0.231,411.0
0.498,0.031,0.231,0.231,413.0
0.498,0.071,0.2,0.231,411.0
0.498,0.102,0.169,0.231,421.0
0.498,0.129,0.129,0.231,415.0
0.498,0.169,0.102,0.231,414.0
0.498,0.2,0.071,0.231,416.0
0.498,0.231,0.031,0.231,419.0
0.498,0.271,0.0,0.231,419.0
0.529,0.0,0.231,0.231,411.0
0.529,0.031,0.2,0.231,422.0
0.529,0.071,0.169,0.231,411.0
0.529,0.102,0.129,0.231,414.0
0.529,0.129,0.102,0.231,419.0
0.529,0.169,0.071,0.231,415.0
0.529,0.2,0.031,0.231,419.0
0.529,0.231,0.0,0.231,417.0
0.569,0.0,0.2,0.231,423.0
0.369,0.231,0.169,0.231,424.0
0.369,0.2,0.2,0.231,406.0
0.369,0.169,0.231,0.231,417.0
0.369,0.129,0.271,0.231,416.0
0.369,0.102,0.302,0.231,414.0
0.369,0.071,0.329,0.231,412.0
0.369,0.031,0.369,0.231,413.0
0.369,0.0,0.4,0.231,420.0
0.329,0.431,0.0,0.231,411.0
0.329,0.4,0.031,0.231,418.0
0.329,0.369,0.071,0.231,415.0
0.329,0.329,0.102,0.231,404.0
0.329,0.302,0.129,0.231,407.0
0.329,0.271,0.169,0.231,409.0
0.329,0.231,0.2,0.231,416.0
0.329,0.2,0.231,0.231,408.0
0.329,0.169,0.271,0.231,408.0
0.329,0.129,0.302,0.231,409.0
0.329,0.102,0.329,0.231,409.0
0.329,0.071,0.369,0.231,410.0
0.329,0.031,0.4,0.231,413.0
0.329,0.0,0.431,0.231,420.0
0.302,0.471,0.0,0.231,412.0
0.302,0.431,0.031,0.231,411.0
0.302,0.4,0.071,0.231,407.0
0.302,0.369,0.102,0.231,407.0
0.302,0.329,0.129,0.231,408.0
0.302,0.302,0.169,0.231,408.0
0.302,0.271,0.2,0.231,410.0
0.302,0.231,0.231,0.231,408.0
0.302,0.2,0.271,0.231,408.0
0.302,0.169,0.302,0.231,408.0
0.302,0.129,0.329,0.231,411.0
0.302,0.102,0.369,0.231,412.0
0.302,0.071,0.4,0.231,415.0
0.302,0.031,0.431,0.231,417.0
0.302,0.0,0.471,0.231,414.0
0.271,0.498,0.0,0.231,421.0
0.271,0.471,0.031,0.231,416.0
0.271,0.431,0.071,0.231,411.0
0.271,0.4,0.102,0.231,410.0
0.271,0.369,0.129,0.231,409.0
0.271,0.329,0.169,0.231,410.0
0.271,0.302,0.2,0.231,406.0
0.271,0.271,0.231,0.231,408.0
0.271,0.231,0.271,0.231,408.0
0.271,0.2,0.302,0.231,409.0
0.271,0.169,0.329,0.231,409.0
0.271,0.129,0.369,0.231,413.0
0.271,0.102,0.4,0.231,414.0
0.271,0.071,0.431,0.231,417.0
0.271,0.031,0.471,0.231,414.0
0.271,0.0,0.498,0.231,412.0
0.231,0.529,0.0,0.231,413.0
0.231,0.498,0.031,0.231,410.0
0.231,0.471,0.071,0.231,410.0
0.129,0.498,0.129,0.231,420.0
0.129,0.529,0.102,0.231,419.0
0.129,0.569,0.071,0.231,423.0
0.129,0.6,0.031,0.231,430.0
0.129,0.631,0.0,0.231,431.0
0.169,0.0,0.6,0.231,417.0
0.169,0.031,0.569,0.231,421.0
0.169,0.071,0.529,0.231,419.0
0.169,0.102,0.498,0.231,415.0
0.169,0.129,0.471,0.231,414.0
0.169,0.169,0.431,0.231,415.0
0.169,0.2,0.4,0.231,416.0
0.169,0.231,0.369,0.231,421.0
0.169,0.271,0.329,0.231,423.0
0.169,0.302,0.302,0.231,418.0
0.169,0.329,0.271,0.231,412.0
0.169,0.369,0.231,0.231,413.0
0.169,0.4,0.2,0.231,413.0
0.169,0.431,0.169,0.231,414.0
0.169,0.471,0.129,0.231,413.0
0.169,0.498,0.102,0.231,417.0
0.169,0.529,0.071,0.231,417.0
0.169,0.569,0.031,0.231,421.0
0.169,0.6,0.0,0.231,418.0
0.2,0.0,0.569,0.231,411.0
0.2,0.031,0.529,0.231,415.0
0.2,0.071,0.498,0.231,413.0
0.2,0.102,0.471,0.231,422.0
0.2,0.129,0.431,0.231,418.0
0.2,0.169,0.4,0.231,419.0
0.2,0.2,0.369,0.231,413.0
0.2,0.231,0.329,0.231,413.0
0.2,0.271,0.302,0.231,411.0
0.2,0.302,0.271,0.231,413.0
0.2,0.329,0.231,0.231,420.0
0.2,0.369,0.2,0.231,411.0
0.2,0.4,0.169,0.231,411.0
0.2,0.431,0.129,0.231,412.0
0.2,0.471,0.102,0.231,413.0
0.2,0.498,0.071,0.231,417.0
0.2,0.529,0.031,0.231,420.0
0.2,0.569,0.0,0.231,428.0
0.231,0.0,0.529,0.231,415.0
0.231,0.031,0.498,0.231,412.0
0.231,0.071,0.471,0.231,412.0
0.231,0.102,0.431,0.231,413.0
0.231,0.129,0.4,0.231,415.0
0.231,0.169,0.369,0.231,416.0
0.231,0.2,0.329,0.231,426.0
0.231,0.231,0.302,0.231,417.0
0.231,0.271,0.271,0.231,415.0
0.231,0.302,0.231,0.231,411.0
0.231,0.329,0.2,0.231,412.0
0.231,0.369,0.169,0.231,414.0
0.231,0.4,0.129,0.231,415.0
0.231,0.431,0.102,0.231,424.0
0.129,0.471,0.169,0.231,424.0
0.129,0.431,0.2,0.231,424.0
0.129,0.4,0.231,0.231,422.0
0.129,0.369,0.271,0.231,420.0
0.129,0.302,0.329,0.231,414.0
0.129,0.271,0.369,0.231,417.0
0.129,0.231,0.4,0.231,423.0
0.129,0.2,0.431,0.231,417.0
0.129,0.169,0.471,0.231,417.0
0.129,0.129,0.498,0.231,420.0
0.129,0.102,0.529,0.231,413.0
0.129,0.071,0.569,0.231,413.0
0.129,0.031,0.6,0.231,413.0
0.129,0.0,0.631,0.231,420.0
0.102,0.671,0.0,0.231,426.0
0.102,0.631,0.031,0.231,427.0
0.102,0.6,0.071,0.231,421.0
0.102,0.569,0.102,0.231,417.0
0.102,0.529,0.129,0.231,415.0
0.102,0.498,0.169,0.231,413.0
0.102,0.471,0.2,0.231,417.0
0.102,0.431,0.231,0.231,411.0
0.102,0.4,0.271,0.231,411.0
0.102,0.369,0.302,0.231,413.0
0.102,0.329,0.329,0.231,417.0
0.102,0.302,0.369,0.231,420.0
0.102,0.271,0.4,0.231,423.0
0.102,0.231,0.431,0.231,426.0
0.102,0.2,0.471,0.231,424.0
0.102,0.169,0.498,0.231,425.0
0.102,0.129,0.529,0.231,423.0
0.102,0.102,0.569,0.231,423.0
0.102,0.071,0.6,0.231,421.0
0.102,0.031,0.631,0.231,420.0
0.102,0.0,0.671,0.231,420.0
0.071,0.702,0.0,0.231,431.0
0.071,0.671,0.031,0.231,430.0
0.071,0.631,0.071,0.231,427.0
0.071,0.6,0.102,0.231,426.0
0.071,0.569,0.129,0.231,417.0
0.071,0.529,0.169,0.231,430.0
0.071,0.498,0.2,0.231,427.0
0.071,0.471,0.231,0.231,425.0
0.071,0.431,0.271,0.231,426.0
0.071,0.4,0.302,0.231,422.0
0.071,0.369,0.329,0.231,428.0
0.071,0.329,0.369,0.231,424.0
0.071,0.302,0.4,0.231,428.0
0.071,0.271,0.431,0.231,427.0
0.071,0.231,0.471,0.231,426.0
0.071,0.2,0.498,0.231,432.0
0.071,0.169,0.529,0.231,429.0
0.071,0.129,0.569,0.231,422.0
0.071,0.102,0.6,0.231,419.0
0.071,0.071,0.631,0.231,428.0
0.631,0.102,0.0,0.271,420.0
0.671,0.0,0.071,0.271,416.0
0.671,0.031,0.031,0.271,420.0
0.671,0.071,0.0,0.271,417.0
0.702,0.0,0.031,0.271,420.0
0.702,0.031,0.0,0.271,417.0
0.729,0.0,0.0,0.271,420.0
0.0,0.0,0.769,0.231,427.0
0.0,0.031,0.729,0.231,423.0
0.0,0.071,0.702,0.231,423.0
0.0,0.102,0.671,0.231,428.0
0.0,0.129,0.631,0.231,437.0
0.0,0.169,0.6,0.231,434.0
0.0,0.2,0.569,0.231,440.0
0.0,0.231,0.529,0.231,446.0
0.0,0.271,0.498,0.231,431.0
0.0,0.302,0.471,0.231,440.0
0.0,0.329,0.431,0.231,444.0
0.0,0.369,0.4,0.231,442.0
0.0,0.4,0.369,0.231,437.0
0.0,0.431,0.329,0.231,438.0
0.0,0.471,0.302,0.231,431.0
0.0,0.498,0.271,0.231,429.0
0.0,0.529,0.231,0.231,434.0
0.0,0.569,0.2,0.231,430.0
0.0,0.6,0.169,0.231,431.0
0.0,0.631,0.129,0.231,432.0
0.0,0.671,0.102,0.231,434.0
0.0,0.702,0.071,0.231,433.0
0.0,0.729,0.031,0.231,438.0
0.0,0.769,0.0,0.231,431.0
0.031,0.0,0.729,0.231,419.0
0.031,0.031,0.702,0.231,421.0
0.031,0.071,0.671,0.231,425.0
0.031,0.102,0.631,0.231,437.0
0.031,0.129,0.6,0.231,430.0
0.031,0.169,0.569,0.231,431.0
0.031,0.2,0.529,0.231,436.0
0.031,0.231,0.498,0.231,438.0
0.031,0.271,0.471,0.231,441.0
0.031,0.302,0.431,0.231,446.0
0.031,0.329,0.4,0.231,451.0
0.031,0.369,0.369,0.231,430.0
0.031,0.4,0.329,0.231,425.0
0.031,0.431,0.302,0.231,426.0
0.031,0.471,0.271,0.231,432.0
0.031,0.498,0.231,0.231,430.0
0.031,0.529,0.2,0.231,430.0
0.031,0.569,0.169,0.231,434.0
0.031,0.6,0.129,0.231,429.0
0.031,0.631,0.102,0.231,435.0
0.031,0.671,0.071,0.231,440.0
0.031,0.702,0.031,0.231,443.0
0.031,0.729,0.0,0.231,427.0
0.071,0.0,0.702,0.231,415.0
0.071,0.031,0.671,0.231,430.0
0.631,0.071,0.031,0.271,429.0
0.631,0.031,0.071,0.271,418.0
0.631,0.0,0.102,0.271,423.0
0.6,0.129,0.0,0.271,430.0
0.6,0.102,0.031,0.271,428.0
0.6,0.071,0.071,0.271,417.0
0.6,0.031,0.102,0.271,419.0
0.6,0.0,0.129,0.271,424.0
0.569,0.169,0.0,0.271,420.0
0.569,0.129,0.031,0.271,419.0
0.569,0.102,0.071,0.271,416.0
0.569,0.071,0.102,0.271,413.0
0.569,0.031,0.129,0.271,413.0
0.569,0.0,0.169,0.271,412.0
0.529,0.2,0.0,0.271,436.0
0.529,0.169,0.031,0.271,423.0
0.529,0.129,0.071,0.271,425.0
0.529,0.102,0.102,0.271,419.0
0.529,0.071,0.129,0.271,420.0
0.529,0.031,0.169,0.271,413.0
0.529,0.0,0.2,0.271,405.0
0.498,0.231,0.0,0.271,431.0
0.498,0.2,0.031,0.271,420.0
0.498,0.169,0.071,0.271,415.0
0.498,0.129,0.102,0.271,416.0
0.498,0.102,0.129,0.271,412.0
0.498,0.071,0.169,0.271,413.0
0.498,0.031,0.2,0.271,414.0
0.498,0.0,0.231,0.271,420.0
0.471,0.271,0.0,0.271,421.0
0.471,0.231,0.031,0.271,420.0
0.471,0.2,0.071,0.271,417.0
0.471,0.169,0.102,0.271,414.0
0.471,0.129,0.129,0.271,412.0
0.471,0.102,0.169,0.271,416.0
0.471,0.071,0.2,0.271,419.0
0.471,0.031,0.231,0.271,416.0
0.471,0.0,0.271,0.271,418.0
0.431,0.302,0.0,0.271,430.0
0.431,0.271,0.031,0.271,424.0
0.431,0.231,0.071,0.271,419.0
0.431,0.2,0.102,0.271,415.0
0.431,0.169,0.129,0.271,423.0
0.431,0.129,0.169,0.271,416.0
0.431,0.102,0.2,0.271,405.0
0.431,0.071,0.231,0.271,412.0
0.431,0.031,0.271,0.271,411.0
0.431,0.0,0.302,0.271,411.0
0.4,0.329,0.0,0.271,421.0
0.4,0.302,0.031,0.271,420.0
0.4,0.271,0.071,0.271,412.0
0.4,0.231,0.102,0.271,411.0
0.4,0.2,0.129,0.271,409.0
0.4,0.169,0.169,0.271,408.0
0.4,0.129,0.2,0.271,406.0
0.4,0.102,0.231,0.271,412.0
0.271,0.031,0.431,0.271,413.0
0.271,0.071,0.4,0.271,407.0
0.271,0.102,0.369,0.271,406.0
0.271,0.129,0.329,0.271,406.0
0.271,0.169,0.302,0.271,405.0
0.271,0.2,0.271,0.271,404.0
0.271,0.231,0.231,0.271,409.0
0.271,0.271,0.2,0.271,414.0
0.271,0.302,0.169,0.271,408.0
0.271,0.329,0.129,0.271,411.0
0.271,0.369,0.102,0.271,414.0
0.271,0.4,0.071,0.271,414.0
0.271,0.431,0.031,0.271,417.0
0.271,0.471,0.0,0.271,425.0
0.302,0.0,0.431,0.271,420.0
0.302,0.031,0.4,0.271,412.0
0.302,0.071,0.369,0.271,410.0
0.302,0.102,0.329,0.271,408.0
0.302,0.129,0.302,0.271,407.0
0.302,0.169,0.271,0.271,408.0
0.302,0.2,0.231,0.271,413.0
0.302,0.231,0.2,0.271,411.0
0.302,0.271,0.169,0.271,411.0
0.302,0.302,0.129,0.271,412.0
0.302,0.329,0.102,0.271,412.0
0.302,0.369,0.071,0.271,416.0
0.302,0.4,0.031,0.271,420.0
0.302,0.431,0.0,0.271,423.0
0.329,0.0,0.4,0.271,409.0
0.329,0.031,0.369,0.271,409.0
0.329,0.071,0.329,0.271,408.0
0.329,0.102,0.302,0.271,405.0
0.329,0.129,0.271,0.271,407.0
0.329,0.169,0.231,0.271,409.0
0.329,0.2,0.2,0.271,418.0
0.329,0.231,0.169,0.271,410.0
0.329,0.271,0.129,0.271,412.0
0.329,0.302,0.102,0.271,415.0
0.329,0.329,0.071,0.271,417.0
0.329,0.369,0.031,0.271,418.0
0.329,0.4,0.0,0.271,418.0
0.369,0.0,0.369,0.271,424.0
0.369,0.031,0.329,0.271,409.0
0.369,0.071,0.302,0.271,408.0
0.369,0.102,0.271,0.271,406.0
0.369,0.129,0.231,0.271,406.0
0.369,0.169,0.2,0.271,411.0
0.369,0.2,0.169,0.271,406.0
0.369,0.231,0.129,0.271,418.0
0.369,0.271,0.102,0.271,414.0
0.369,0.302,0.071,0.271,417.0
0.369,0.329,0.031,0.271,425.0
0.369,0.369,0.0,0.271,422.0
0.4,0.0,0.329,0.271,413.0
0.4,0.031,0.302,0.271,411.0
0.4,0.071,0.271,0.271,421.0
0.271,0.0,0.471,0.271,429.0
0.231,0.471,0.031,0.271,417.0
0.231,0.431,0.071,0.271,414.0
0.231,0.4,0.102,0.271,411.0
0.231,0.369,0.129,0.271,413.0
0.231,0.329,0.169,0.271,412.0
0.231,0.302,0.2,0.271,404.0
0.231,0.271,0.231,0.271,401.0
0.231,0.231,0.271,0.271,401.0
0.231,0.2,0.302,0.271,403.0
0.231,0.169,0.329,0.271,406.0
0.231,0.129,0.369,0.271,405.0
0.231,0.102,0.4,0.271,407.0
0.231,0.071,0.431,0.271,415.0
0.231,0.031,0.471,0.271,410.0
0.231,0.0,0.498,0.271,410.0
0.2,0.529,0.0,0.271,413.0
0.2,0.498,0.031,0.271,415.0
0.2,0.471,0.071,0.271,412.0
0.2,0.431,0.102,0.271,410.0
0.2,0.4,0.129,0.271,414.0
0.2,0.369,0.169,0.271,407.0
0.2,0.329,0.2,0.271,406.0
0.2,0.302,0.231,0.271,406.0
0.2,0.271,0.271,0.271,406.0
0.2,0.231,0.302,0.271,408.0
0.2,0.2,0.329,0.271,412.0
0.2,0.169,0.369,0.271,424.0
0.2,0.129,0.4,0.271,417.0
0.2,0.102,0.431,0.271,414.0
0.2,0.071,0.471,0.271,413.0
0.2,0.031,0.498,0.271,412.0
0.2,0.0,0.529,0.271,412.0
0.169,0.569,0.0,0.271,423.0
0.169,0.529,0.031,0.271,427.0
0.169,0.498,0.071,0.271,419.0
0.169,0.471,0.102,0.271,415.0
0.169,0.431,0.129,0.271,421.0
0.169,0.4,0.169,0.271,418.0
0.169,0.369,0.2,0.271,414.0
0.169,0.329,0.231,0.271,419.0
0.169,0.302,0.271,0.271,416.0
0.169,0.271,0.302,0.271,413.0
0.169,0.231,0.329,0.271,414.0
0.169,0.2,0.369,0.271,421.0
0.169,0.169,0.4,0.271,420.0
0.169,0.129,0.431,0.271,417.0
0.169,0.102,0.471,0.271,420.0
0.169,0.071,0.498,0.271,419.0
0.169,0.031,0.529,0.271,415.0
0.169,0.0,0.569,0.271,414.0
0.129,0.6,0.0,0.271,425.0
0.129,0.569,0.031,0.271,424.0
0.129,0.529,0.071,0.271,425.0
0.129,0.498,0.102,0.271,416.0
0.071,0.0,0.671,0.271,421.0
0.071,0.031,0.631,0.271,417.0
0.071,0.071,0.6,0.271,422.0
0.071,0.102,0.569,0.271,425.0
0.071,0.129,0.529,0.271,426.0
0.071,0.169,0.498,0.271,429.0
0.071,0.2,0.471,0.271,433.0
0.071,0.231,0.431,0.271,427.0
0.071,0.271,0.4,0.271,423.0
0.071,0.302,0.369,0.271,423.0
0.071,0.329,0.329,0.271,424.0
0.071,0.369,0.302,0.271,426.0
0.071,0.4,0.271,0.271,422.0
0.071,0.431,0.231,0.271,425.0
0.071,0.471,0.2,0.271,426.0
0.071,0.498,0.169,0.271,426.0
0.071,0.529,0.129,0.271,428.0
0.071,0.569,0.102,0.271,427.0
0.071,0.6,0.071,0.271,432.0
0.071,0.631,0.031,0.271,440.0
0.071,0.671,0.0,0.271,451.0
0.102,0.0,0.631,0.271,427.0
0.102,0.031,0.6,0.271,420.0
0.102,0.071,0.569,0.271,423.0
0.102,0.102,0.529,0.271,420.0
0.102,0.129,0.498,0.271,424.0
0.102,0.169,0.471,0.271,423.0
0.102,0.2,0.431,0.271,430.0
0.102,0.231,0.4,0.271,420.0
0.102,0.271,0.369,0.271,429.0
0.102,0.302,0.329,0.271,424.0
0.102,0.329,0.302,0.271,419.0
0.102,0.369,0.271,0.271,420.0
0.102,0.4,0.231,0.271,422.0
0.102,0.431,0.2,0.271,422.0
0.102,0.471,0.169,0.271,420.0
0.102,0.498,0.129,0.271,419.0
0.102,0.529,0.102,0.271,427.0
0.102,0.569,0.071,0.271,431.0
0.102,0.6,0.031,0.271,440.0
0.102,0.631,0.0,0.271,432.0
0.129,0.0,0.6,0.271,430.0
0.129,0.031,0.569,0.271,421.0
0.129,0.071,0.529,0.271,418.0
0.129,0.102,0.498,0.271,420.0
0.129,0.129,0.471,0.271,419.0
0.129,0.169,0.431,0.271,420.0
0.129,0.2,0.4,0.271,422.0
0.129,0.231,0.369,0.271,433.0
0.129,0.271,0.329,0.271,419.0
0.129,0.302,0.302,0.271,418.0
0.129,0.329,0.271,0.271,421.0
0.129,0.369,0.231,0.271,417.0
0.129,0.4,0.2,0.271,419.0
0.129,0.431,0.169,0.271,425.0
0.129,0.471,0.129,0.271,432.0
0.031,0.671,0.031,0.271,432.0
0.031,0.631,0.071,0.271,427.0
0.031,0.6,0.102,0.271,427.0
0.031,0.569,0.129,0.271,428.0
0.031,0.529,0.169,0.271,428.0
0.031,0.498,0.2,0.271,423.0
0.031,0.471,0.231,0.271,431.0
0.031,0.431,0.271,0.271,421.0
0.031,0.4,0.302,0.271,424.0
0.031,0.369,0.329,0.271,422.0
0.031,0.329,0.369,0.271,427.0
0.031,0.302,0.4,0.271,428.0
0.031,0.271,0.431,0.271,429.0
0.031,0.231,0.471,0.271,434.0
0.031,0.169,0.529,0.271,438.0
0.031,0.129,0.569,0.271,429.0
0.031,0.102,0.6,0.271,423.0
0.031,0.071,0.631,0.271,425.0
0.031,0.031,0.671,0.271,424.0
0.031,0.0,0.702,0.271,426.0
0.0,0.729,0.0,0.271,440.0
0.0,0.702,0.031,0.271,433.0
0.0,0.671,0.071,0.271,429.0
0.0,0.631,0.102,0.271,431.0
0.0,0.6,0.129,0.271,430.0
0.0,0.569,0.169,0.271,432.0
0.0,0.529,0.2,0.271,432.0
0.0,0.498,0.231,0.271,429.0
0.0,0.471,0.271,0.271,436.0
0.0,0.431,0.302,0.271,424.0
0.0,0.4,0.329,0.271,427.0
0.0,0.369,0.369,0.271,427.0
0.0,0.329,0.4,0.271,441.0
0.0,0.302,0.431,0.271,452.0
0.0,0.271,0.471,0.271,441.0
0.0,0.231,0.498,0.271,442.0
0.0,0.2,0.529,0.271,437.0
0.0,0.169,0.569,0.271,435.0
0.0,0.129,0.6,0.271,445.0
0.0,0.102,0.631,0.271,431.0
0.0,0.071,0.671,0.271,442.0
0.0,0.031,0.702,0.271,420.0
0.0,0.0,0.729,0.271,419.0
0.702,0.0,0.0,0.302,419.0
0.671,0.031,0.0,0.302,425.0
0.671,0.0,0.031,0.302,413.0
0.631,0.071,0.0,0.302,422.0
0.631,0.031,0.031,0.302,418.0
0.631,0.0,0.071,0.302,413.0
0.6,0.102,0.0,0.302,417.0
0.6,0.071,0.031,0.302,421.0
0.6,0.031,0.071,0.302,411.0
0.6,0.0,0.102,0.302,411.0
0.569,0.129,0.0,0.302,425.0
0.329,0.369,0.0,0.302,426.0
0.369,0.0,0.329,0.302,403.0
0.369,0.031,0.302,0.302,405.0
0.369,0.071,0.271,0.302,401.0
0.369,0.102,0.231,0.302,398.0
0.369,0.129,0.2,0.302,398.0
0.369,0.169,0.169,0.302,407.0
0.369,0.2,0.129,0.302,407.0
0.369,0.231,0.102,0.302,405.0
0.369,0.271,0.071,0.302,410.0
0.369,0.302,0.031,0.302,416.0
0.369,0.329,0.0,0.302,421.0
0.4,0.0,0.302,0.302,406.0
0.4,0.031,0.271,0.302,408.0
0.4,0.071,0.231,0.302,407.0
0.4,0.102,0.2,0.302,407.0
0.4,0.129,0.169,0.302,410.0
0.4,0.169,0.129,0.302,414.0
0.4,0.2,0.102,0.302,409.0
0.4,0.231,0.071,0.302,411.0
0.4,0.271,0.031,0.302,419.0
0.4,0.302,0.0,0.302,419.0
0.431,0.0,0.271,0.302,404.0
0.431,0.031,0.231,0.302,404.0
0.431,0.071,0.2,0.302,408.0
0.431,0.102,0.169,0.302,405.0
0.431,0.129,0.129,0.302,410.0
0.431,0.169,0.102,0.302,416.0
0.431,0.2,0.071,0.302,415.0
0.431,0.231,0.031,0.302,418.0
0.431,0.271,0.0,0.302,419.0
0.471,0.0,0.231,0.302,413.0
0.471,0.031,0.2,0.302,405.0
0.471,0.071,0.169,0.302,407.0
0.471,0.102,0.129,0.302,417.0
0.471,0.129,0.102,0.302,409.0
0.471,0.169,0.071,0.302,413.0
0.471,0.2,0.031,0.302,420.0
0.471,0.231,0.0,0.302,421.0
0.498,0.0,0.2,0.302,408.0
0.498,0.031,0.169,0.302,408.0
0.498,0.071,0.129,0.302,420.0
0.498,0.102,0.102,0.302,414.0
0.498,0.129,0.071,0.302,415.0
0.498,0.169,0.031,0.302,420.0
0.498,0.2,0.0,0.302,416.0
0.529,0.0,0.169,0.302,410.0
0.529,0.031,0.129,0.302,414.0
0.529,0.071,0.102,0.302,419.0
0.529,0.102,0.071,0.302,413.0
0.529,0.129,0.031,0.302,418.0
0.529,0.169,0.0,0.302,418.0
0.569,0.0,0.129,0.302,413.0
0.569,0.031,0.102,0.302,411.0
0.569,0.071,0.071,0.302,419.0
0.569,0.102,0.031,0.302,433.0
0.329,0.329,0.031,0.302,430.0
0.329,0.302,0.071,0.302,419.0
0.329,0.271,0.102,0.302,411.0
0.329,0.231,0.129,0.302,414.0
0.329,0.2,0.169,0.302,413.0
0.329,0.169,0.2,0.302,406.0
0.329,0.129,0.231,0.302,404.0
0.329,0.102,0.271,0.302,410.0
0.329,0.071,0.302,0.302,403.0
0.329,0.031,0.329,0.302,401.0
0.329,0.0,0.369,0.302,406.0
0.302,0.4,0.0,0.302,418.0
0.302,0.369,0.031,0.302,423.0
